invoice_date,sales_id,customer,customer_id,region,state,city,product,price_per_unit,units_sold,total_sales,monthly_sales,sales_method,gender
2020-06-07,2409,West Gear,1128299,West,Washington,Seattle,Men's Street Footwear,46.0,167.0,7682.0,346.0,Online,MALE
2020-06-08,8384,West Gear,1128299,West,Washington,Seattle,Men's Athletic Footwear,60.0,425.0,25500.0,6375.0,In-store,MALE
2020-06-08,3955,West Gear,1128299,West,Washington,Seattle,Men's Athletic Footwear,58.0,115.0,6670.0,240.0,Online,MALE
2020-06-09,8387,West Gear,1128299,West,Washington,Seattle,Women's Street Footwear,65.0,425.0,27625.0,6906.0,In-store,MALE
2020-06-09,3982,West Gear,1128299,West,Washington,Seattle,Women's Street Footwear,60.0,115.0,6900.0,276.0,Online,MALE
2020-06-10,4610,West Gear,1128299,West,Washington,Seattle,Women's Athletic Footwear,64.0,85.0,5440.0,228.0,Online,FEMALE
2020-06-10,8940,West Gear,1128299,West,Washington,Seattle,Women's Athletic Footwear,65.0,325.0,21125.0,6338.0,In-store,FEMALE
2020-06-11,9606,West Gear,1128299,West,Washington,Seattle,Men's Apparel,70.0,175.0,12250.0,3063.0,In-store,MALE
2020-06-11,6104,West Gear,1128299,West,Washington,Seattle,Men's Apparel,69.0,46.0,3174.0,121.0,Online,MALE
2020-06-12,4038,West Gear,1128299,West,Washington,Seattle,Women's Apparel,62.0,105.0,6510.0,221.0,Online,MALE
2020-06-12,8743,West Gear,1128299,West,Washington,Seattle,Women's Apparel,65.0,375.0,24375.0,4875.0,In-store,MALE
2020-06-13,7681,West Gear,1128299,West,Washington,Seattle,Men's Street Footwear,70.0,550.0,38500.0,11550.0,In-store,MALE
2020-06-13,2519,West Gear,1128299,West,Washington,Seattle,Men's Street Footwear,68.0,160.0,10880.0,479.0,Online,MALE
2020-06-14,4673,West Gear,1128299,West,Washington,Seattle,Men's Athletic Footwear,71.0,88.0,6248.0,244.0,Online,MALE
2020-06-14,9181,West Gear,1128299,West,Washington,Seattle,Men's Athletic Footwear,75.0,350.0,26250.0,6563.0,In-store,MALE
2020-06-15,3608,West Gear,1128299,West,Washington,Seattle,Women's Street Footwear,74.0,120.0,8880.0,346.0,Online,MALE
2020-06-15,8626,West Gear,1128299,West,Washington,Seattle,Women's Street Footwear,75.0,400.0,30000.0,7500.0,In-store,MALE
2020-06-16,9335,West Gear,1128299,West,Washington,Seattle,Women's Athletic Footwear,60.0,300.0,18000.0,5400.0,In-store,FEMALE
2020-06-16,4477,West Gear,1128299,West,Washington,Seattle,Women's Athletic Footwear,55.0,90.0,4950.0,208.0,Online,FEMALE
2020-06-17,5628,West Gear,1128299,West,Washington,Seattle,Men's Apparel,59.0,56.0,3304.0,132.0,Online,MALE
2020-06-17,9533,West Gear,1128299,West,Washington,Seattle,Men's Apparel,45.15352895827673,200.0,13000.0,3250.0,In-store,MALE
2020-06-18,4675,West Gear,1128299,West,Washington,Seattle,Women's Apparel,78.0,88.0,6864.0,220.0,Online,MALE
2020-06-18,9184,West Gear,1128299,West,Washington,Seattle,Women's Apparel,80.0,350.0,28000.0,5600.0,In-store,MALE
2020-06-19,2017,West Gear,1128299,West,Washington,Seattle,Men's Street Footwear,55.0,165.0,9075.0,372.0,Online,MALE
2020-06-19,7685,West Gear,1128299,West,Washington,Seattle,Men's Street Footwear,60.0,550.0,33000.0,9900.0,In-store,MALE
2020-06-20,8630,West Gear,1128299,West,Washington,Seattle,Men's Athletic Footwear,65.0,400.0,26000.0,6500.0,In-store,MALE
2020-06-20,4067,West Gear,1128299,West,Washington,Seattle,Men's Athletic Footwear,60.0,108.0,6480.0,246.0,Online,MALE
2020-06-21,3611,West Gear,1128299,West,Washington,Seattle,Women's Street Footwear,61.0,120.0,7320.0,278.0,Online,MALE
2020-06-21,8634,West Gear,1128299,West,Washington,Seattle,Women's Street Footwear,65.0,400.0,26000.0,6500.0,In-store,MALE
2020-06-22,9338,West Gear,1128299,West,Washington,Seattle,Women's Athletic Footwear,60.0,300.0,18000.0,5400.0,In-store,FEMALE
2020-06-22,4480,West Gear,1128299,West,Washington,Seattle,Women's Athletic Footwear,59.0,90.0,5310.0,234.0,Online,FEMALE
2020-06-23,9534,West Gear,1128299,West,Washington,Seattle,Men's Apparel,65.0,200.0,13000.0,3250.0,In-store,MALE
2020-06-23,6020,West Gear,1128299,West,Washington,Seattle,Men's Apparel,60.0,52.0,3120.0,119.0,Online,MALE
2020-06-24,3305,West Gear,1128299,West,Washington,Seattle,Women's Apparel,75.0,125.0,9375.0,309.0,Online,MALE
2020-06-24,7796,West Gear,1128299,West,Washington,Seattle,Women's Apparel,80.0,500.0,40000.0,8000.0,In-store,MALE
2020-06-25,6849,West Gear,1128299,West,Washington,Seattle,Men's Street Footwear,75.0,750.0,56250.0,16875.0,In-store,MALE
2020-06-25,1429,West Gear,1128299,West,Washington,Seattle,Men's Street Footwear,71.0,195.0,13845.0,581.0,Online,MALE
2020-06-26,1723,West Gear,1128299,West,Washington,Seattle,Men's Athletic Footwear,74.0,188.0,13912.0,515.0,Online,MALE
2020-06-26,7163,West Gear,1128299,West,Washington,Seattle,Men's Athletic Footwear,80.0,625.0,50000.0,12500.0,In-store,MALE
2020-06-27,2219,West Gear,1128299,West,Washington,Seattle,Women's Street Footwear,72.0,163.0,11736.0,446.0,Online,MALE
2020-06-27,7165,West Gear,1128299,West,Washington,Seattle,Women's Street Footwear,80.0,625.0,50000.0,12500.0,In-store,MALE
2020-06-28,3308,West Gear,1128299,West,Washington,Seattle,Women's Athletic Footwear,75.0,125.0,9375.0,375.0,Online,FEMALE
2020-06-28,7798,West Gear,1128299,West,Washington,Seattle,Women's Athletic Footwear,80.0,500.0,40000.0,12000.0,In-store,FEMALE
2020-06-29,4041,West Gear,1128299,West,Washington,Seattle,Men's Apparel,82.0,105.0,8610.0,336.0,Online,MALE
2020-06-29,8745,West Gear,1128299,West,Washington,Seattle,Men's Apparel,85.0,375.0,31875.0,7969.0,In-store,MALE
2020-06-30,7294,West Gear,1128299,West,Washington,Seattle,Women's Apparel,100.0,675.0,67500.0,13500.0,In-store,MALE
2020-06-30,1517,West Gear,1128299,West,Washington,Seattle,Women's Apparel,98.0,182.0,17836.0,606.0,Online,MALE
2020-07-01,578,West Gear,1128299,West,Washington,Seattle,Men's Street Footwear,73.0,239.0,17447.0,698.0,Online,MALE
2020-07-01,6990,West Gear,1128299,West,Washington,Seattle,Men's Street Footwear,80.0,825.0,66000.0,19800.0,In-store,MALE
2020-07-02,1520,West Gear,1128299,West,Washington,Seattle,Men's Athletic Footwear,82.0,182.0,14924.0,537.0,Online,MALE
2020-07-02,7298,West Gear,1128299,West,Washington,Seattle,Men's Athletic Footwear,85.0,675.0,57375.0,14344.0,In-store,MALE
2020-07-03,7167,West Gear,1128299,West,Washington,Seattle,Women's Street Footwear,85.0,625.0,53125.0,13281.0,In-store,MALE
2020-07-03,1842,West Gear,1128299,West,Washington,Seattle,Women's Street Footwear,78.0,175.0,13650.0,478.0,Online,MALE
2020-07-04,3068,West Gear,1128299,West,Washington,Seattle,Women's Athletic Footwear,78.0,137.0,10686.0,438.0,Online,FEMALE
2020-07-04,7713,West Gear,1128299,West,Washington,Seattle,Women's Athletic Footwear,80.0,525.0,42000.0,12600.0,In-store,FEMALE
2020-07-05,7385,West Gear,1128299,West,Washington,Seattle,Men's Apparel,85.0,575.0,48875.0,12219.0,In-store,MALE
2020-07-05,2686,West Gear,1128299,West,Washington,Seattle,Men's Apparel,77.0,144.0,11088.0,388.0,Online,MALE
2020-07-06,2399,West Gear,1128299,West,Washington,Seattle,Women's Apparel,95.0,155.0,14725.0,515.0,Online,MALE
2020-07-06,7389,West Gear,1128299,West,Washington,Seattle,Women's Apparel,100.0,575.0,57500.0,11500.0,In-store,MALE
2020-07-07,7025,West Gear,1128299,West,Washington,Seattle,Men's Street Footwear,85.0,775.0,65875.0,19763.0,In-store,MALE
2020-07-07,1020,West Gear,1128299,West,Washington,Seattle,Men's Street Footwear,80.0,217.0,17360.0,781.0,Online,MALE
2020-07-08,6852,West Gear,1128299,West,Washington,Seattle,Men's Athletic Footwear,80.0,750.0,60000.0,15000.0,In-store,MALE
2020-07-08,1291,West Gear,1128299,West,Washington,Seattle,Men's Athletic Footwear,77.0,210.0,16170.0,631.0,Online,MALE
2020-07-09,7168,West Gear,1128299,West,Washington,Seattle,Women's Street Footwear,75.0,625.0,46875.0,11719.0,In-store,MALE
2020-07-09,2222,West Gear,1128299,West,Washington,Seattle,Women's Street Footwear,73.0,163.0,11899.0,416.0,Online,MALE
2020-07-10,7392,West Gear,1128299,West,Washington,Seattle,Women's Athletic Footwear,75.0,575.0,43125.0,12938.0,In-store,FEMALE
2020-07-10,2400,West Gear,1128299,West,Washington,Seattle,Women's Athletic Footwear,74.0,155.0,11470.0,505.0,Online,FEMALE
2020-07-11,2401,West Gear,1128299,West,Washington,Seattle,Men's Apparel,71.0,155.0,11005.0,429.0,Online,MALE
2020-07-11,7395,West Gear,1128299,West,Washington,Seattle,Men's Apparel,45.20474407,575.0,43125.0,10781.0,In-store,MALE
2020-07-12,8637,West Gear,1128299,West,Washington,Seattle,Women's Apparel,80.0,400.0,32000.0,6400.0,In-store,MALE
2020-07-12,4074,West Gear,1128299,West,Washington,Seattle,Women's Apparel,76.0,108.0,8208.0,271.0,Online,MALE
2020-07-13,2269,West Gear,1128299,West,Washington,Seattle,Men's Street Footwear,64.0,156.0,9984.0,409.0,Online,MALE
2020-07-13,7464,West Gear,1128299,West,Washington,Seattle,Men's Street Footwear,70.0,600.0,42000.0,12600.0,In-store,MALE
2020-07-14,1880,West Gear,1128299,West,Washington,Seattle,Men's Athletic Footwear,71.0,174.0,12354.0,432.0,Online,MALE
2020-07-14,7466,West Gear,1128299,West,Washington,Seattle,Men's Athletic Footwear,75.0,600.0,45000.0,11250.0,In-store,MALE
2020-07-15,8236,West Gear,1128299,West,Washington,Seattle,Women's Street Footwear,70.0,450.0,31500.0,7875.0,In-store,MALE
2020-07-15,3065,West Gear,1128299,West,Washington,Seattle,Women's Street Footwear,63.0,135.0,8505.0,315.0,Online,MALE
2020-07-16,4162,West Gear,1128299,West,Washington,Seattle,Women's Athletic Footwear,67.0,112.0,7504.0,300.0,Online,FEMALE
2020-07-16,8642,West Gear,1128299,West,Washington,Seattle,Women's Athletic Footwear,70.0,400.0,28000.0,8400.0,In-store,FEMALE
2020-07-17,8390,West Gear,1128299,West,Washington,Seattle,Men's Apparel,80.0,425.0,34000.0,8500.0,In-store,MALE
2020-07-17,3841,West Gear,1128299,West,Washington,Seattle,Men's Apparel,72.0,111.0,7992.0,320.0,Online,MALE
2020-07-18,3819,West Gear,1128299,West,Washington,Seattle,Women's Apparel,62.0,113.0,7006.0,245.0,Online,MALE
2020-07-18,8239,West Gear,1128299,West,Washington,Seattle,Women's Apparel,65.0,450.0,29250.0,5850.0,In-store,MALE
2020-07-18,407,Walmart,1185732,Northeast,New York,New York,Women's Apparel,68.0,290.0,19720.0,690.0,Online,MALE
2020-07-18,6591,Walmart,1185732,Northeast,New York,New York,Women's Apparel,70.0,1000.0,70000.0,17500.0,Outlet,MALE
2020-07-18,223,Walmart,1185732,Northeast,New York,New York,Women's Apparel,48.0,340.0,16320.0,490.0,Outlet,MALE
2020-07-19,159,Sports Direct,1197831,Northeast,New York,New York,Men's Street Footwear,20.0,270.0,5400.0,211.0,Outlet,MALE
2020-07-19,7690,West Gear,1128299,West,Washington,Seattle,Men's Street Footwear,60.0,550.0,33000.0,9900.0,In-store,MALE
2020-07-19,6455,Sports Direct,1197831,Northeast,New York,New York,Men's Street Footwear,25.0,900.0,22500.0,7875.0,Outlet,MALE
2020-07-19,747,Sports Direct,1197831,Northeast,New York,New York,Men's Street Footwear,24.0,234.0,5616.0,264.0,Online,MALE
2020-07-19,2480,West Gear,1128299,West,Washington,Seattle,Men's Street Footwear,58.0,149.0,8642.0,346.0,Online,MALE
2020-07-20,6457,Sports Direct,1197831,Northeast,New York,New York,Men's Athletic Footwear,35.0,900.0,31500.0,11025.0,Outlet,MALE
2020-07-20,2856,West Gear,1128299,West,Washington,Seattle,Men's Athletic Footwear,64.0,138.0,8832.0,327.0,Online,MALE
2020-07-20,788,Sports Direct,1197831,Northeast,New York,New York,Men's Athletic Footwear,34.0,225.0,7650.0,375.0,Online,MALE
2020-07-20,7692,West Gear,1128299,West,Washington,Seattle,Men's Athletic Footwear,65.0,550.0,35750.0,8938.0,In-store,MALE
2020-07-20,161,Sports Direct,1197831,Northeast,New York,New York,Men's Athletic Footwear,26.0,270.0,7020.0,260.0,Outlet,MALE
2020-07-21,6841,Sports Direct,1197831,Northeast,New York,New York,Women's Street Footwear,35.0,700.0,24500.0,8575.0,Outlet,MALE
2020-07-21,1208,Sports Direct,1197831,Northeast,New York,New York,Women's Street Footwear,33.0,210.0,6930.0,319.0,Online,MALE
2020-07-21,3820,West Gear,1128299,West,Washington,Seattle,Women's Street Footwear,56.0,113.0,6328.0,228.0,Online,MALE
2020-07-21,8748,West Gear,1128299,West,Washington,Seattle,Women's Street Footwear,60.0,375.0,22500.0,5625.0,In-store,MALE
2020-07-21,647,Sports Direct,1197831,Northeast,New York,New York,Women's Street Footwear,27.0,238.0,6426.0,251.0,Outlet,MALE
2020-07-22,6844,Sports Direct,1197831,Northeast,New York,New York,Women's Athletic Footwear,35.0,700.0,24500.0,11025.0,Outlet,FEMALE
2020-07-22,1831,Sports Direct,1197831,Northeast,New York,New York,Women's Athletic Footwear,34.0,175.0,5950.0,327.0,Online,FEMALE
2020-07-22,9188,West Gear,1128299,West,Washington,Seattle,Women's Athletic Footwear,60.0,350.0,21000.0,6300.0,In-store,FEMALE
2020-07-22,4348,West Gear,1128299,West,Washington,Seattle,Women's Athletic Footwear,58.0,98.0,5684.0,250.0,Online,FEMALE
2020-07-22,834,Sports Direct,1197831,Northeast,New York,New York,Women's Athletic Footwear,27.0,210.0,5670.0,295.0,Outlet,FEMALE
2020-07-23,1568,Sports Direct,1197831,South,Texas,Houston,Men's Apparel,26.0,176.0,4576.0,156.0,Outlet,MALE
2020-07-23,8949,West Gear,1128299,West,Washington,Seattle,Men's Apparel,70.0,325.0,12451.45193,5688.0,In-store,MALE
2020-07-23,4398,West Gear,1128299,West,Washington,Seattle,Men's Apparel,69.0,94.0,6486.0,227.0,Online,MALE
2020-07-23,7603,Sports Direct,1197831,South,Texas,Houston,Men's Apparel,40.0,550.0,22000.0,6600.0,Outlet,MALE
2020-07-23,2140,Sports Direct,1197831,South,Texas,Houston,Men's Apparel,36.0,154.0,5544.0,238.0,Online,MALE
2020-07-24,4114,West Gear,1128299,West,Washington,Seattle,Women's Apparel,71.0,101.0,7171.0,251.0,Online,MALE
2020-07-24,8486,West Gear,1128299,West,Washington,Seattle,Women's Apparel,75.0,375.0,28125.0,5625.0,In-store,MALE
2020-07-24,6848,Sports Direct,1197831,South,Texas,Houston,Women's Apparel,45.15352895827673,700.0,24500.0,12250.0,Outlet,MALE
2020-07-24,1202,Sports Direct,1197831,South,Texas,Houston,Women's Apparel,34.0,203.0,6902.0,442.0,Online,MALE
2020-07-24,951,Sports Direct,1197831,South,Texas,Houston,Women's Apparel,25.0,224.0,5600.0,314.0,Outlet,MALE
2020-07-25,2354,West Gear,1128299,West,Washington,Seattle,Men's Street Footwear,54.0,162.0,8748.0,385.0,Online,MALE
2020-07-25,7467,West Gear,1128299,West,Washington,Seattle,Men's Street Footwear,60.0,600.0,36000.0,10800.0,In-store,MALE
2020-07-25,1164,Sports Direct,1197831,South,Texas,Houston,Men's Street Footwear,23.0,213.0,4899.0,245.0,Online,MALE
2020-07-25,398,Sports Direct,1197831,South,Texas,Houston,Men's Street Footwear,20.0,255.0,5100.0,209.0,Outlet,MALE
2020-07-25,6677,Sports Direct,1197831,South,Texas,Houston,Men's Street Footwear,25.0,850.0,21250.0,7438.0,Outlet,MALE
2020-07-26,7170,West Gear,1128299,West,Washington,Seattle,Men's Athletic Footwear,65.0,625.0,40625.0,10156.0,In-store,MALE
2020-07-26,359,Sports Direct,1197831,South,Texas,Houston,Men's Athletic Footwear,33.0,255.0,8415.0,379.0,Online,MALE
2020-07-26,1724,West Gear,1128299,West,Washington,Seattle,Men's Athletic Footwear,60.0,188.0,11280.0,417.0,Online,MALE
2020-07-26,454,Sports Direct,1197831,South,Texas,Houston,Men's Athletic Footwear,23.0,289.0,6647.0,279.0,Outlet,MALE
2020-07-26,6680,Sports Direct,1197831,South,Texas,Houston,Men's Athletic Footwear,35.0,850.0,29750.0,10413.0,Outlet,MALE
2020-07-27,1483,Sports Direct,1197831,South,Texas,Houston,Women's Street Footwear,32.0,176.0,5632.0,253.0,Online,MALE
2020-07-27,696,Sports Direct,1197831,South,Texas,Houston,Women's Street Footwear,27.0,236.0,6372.0,261.0,Outlet,MALE
2020-07-27,8151,West Gear,1128299,West,Washington,Seattle,Women's Street Footwear,60.0,475.0,28500.0,7125.0,In-store,MALE
2020-07-27,3436,West Gear,1128299,West,Washington,Seattle,Women's Street Footwear,54.0,124.0,6696.0,248.0,Online,MALE
2020-07-28,7126,Sports Direct,1197831,South,Texas,Houston,Women's Athletic Footwear,35.0,625.0,21875.0,9844.0,Outlet,FEMALE
2020-07-28,1832,Sports Direct,1197831,South,Texas,Houston,Women's Athletic Footwear,34.0,175.0,5950.0,357.0,Online,FEMALE
2020-07-28,1184,Sports Direct,1197831,South,Texas,Houston,Women's Athletic Footwear,26.0,213.0,5538.0,277.0,Outlet,FEMALE
2020-07-28,3677,West Gear,1128299,West,Washington,Seattle,Women's Athletic Footwear,69.0,117.0,8073.0,347.0,Online,FEMALE
2020-07-28,8241,West Gear,1128299,West,Washington,Seattle,Women's Athletic Footwear,70.0,450.0,31500.0,9450.0,In-store,FEMALE
2020-07-29,8392,West Gear,1128299,West,Washington,Seattle,Men's Apparel,90.0,425.0,38250.0,9563.0,In-store,MALE
2020-07-29,2043,Sports Direct,1197831,South,Texas,Houston,Men's Apparel,28.0,160.0,4480.0,148.0,Outlet,MALE
2020-07-29,3984,West Gear,1128299,West,Washington,Seattle,Men's Apparel,85.0,115.0,9775.0,391.0,Online,MALE
2020-07-29,3294,Sports Direct,1197831,South,Texas,Houston,Men's Apparel,38.0,125.0,4750.0,214.0,Online,MALE
2020-07-29,7724,Sports Direct,1197831,South,Texas,Houston,Men's Apparel,40.0,500.0,20000.0,6000.0,Outlet,MALE
2020-07-30,2859,West Gear,1128299,West,Washington,Seattle,Women's Apparel,88.0,138.0,12144.0,376.0,Online,MALE
2020-07-30,7693,West Gear,1128299,West,Washington,Seattle,Women's Apparel,95.0,550.0,52250.0,10450.0,In-store,MALE
2020-07-30,651,Sports Direct,1197831,South,Texas,Houston,Women's Apparel,26.0,231.0,6006.0,330.0,Outlet,MALE
2020-07-30,1299,Sports Direct,1197831,South,Texas,Houston,Women's Apparel,34.0,196.0,6664.0,420.0,Online,MALE
2020-07-30,6851,Sports Direct,1197831,South,Texas,Houston,Women's Apparel,35.0,700.0,24500.0,12250.0,Outlet,MALE
2020-07-31,158,Sports Direct,1197831,South,Texas,Houston,Men's Street Footwear,20.0,306.0,6120.0,257.0,Outlet,MALE
2020-07-31,6855,West Gear,1128299,West,Washington,Seattle,Men's Street Footwear,80.0,750.0,60000.0,18000.0,In-store,MALE
2020-07-31,426,Sports Direct,1197831,South,Texas,Houston,Men's Street Footwear,29.0,254.0,7366.0,331.0,Online,MALE
2020-07-31,1726,West Gear,1128299,West,Washington,Seattle,Men's Street Footwear,78.0,188.0,14664.0,587.0,Online,MALE
2020-07-31,6601,Sports Direct,1197831,South,Texas,Houston,Men's Street Footwear,30.0,875.0,26250.0,9188.0,Outlet,MALE
2020-08-01,273,Sports Direct,1197831,South,Texas,Houston,Men's Athletic Footwear,30.0,263.0,7890.0,308.0,Outlet,MALE
2020-08-01,683,Sports Direct,1197831,South,Texas,Houston,Men's Athletic Footwear,39.0,236.0,9204.0,414.0,Online,MALE
2020-08-01,6857,West Gear,1128299,West,Washington,Seattle,Men's Athletic Footwear,85.0,750.0,63750.0,15938.0,In-store,MALE
2020-08-01,1430,West Gear,1128299,West,Washington,Seattle,Men's Athletic Footwear,77.0,195.0,15015.0,571.0,Online,MALE
2020-08-02,6853,Sports Direct,1197831,South,Texas,Houston,Women's Street Footwear,35.0,700.0,24500.0,8575.0,Outlet,MALE
2020-08-02,2860,West Gear,1128299,West,Washington,Seattle,Women's Street Footwear,73.0,138.0,10074.0,393.0,Online,MALE
2020-08-02,953,Sports Direct,1197831,South,Texas,Houston,Women's Street Footwear,23.0,224.0,5152.0,216.0,Outlet,MALE
2020-08-02,7695,West Gear,1128299,West,Washington,Seattle,Women's Street Footwear,80.0,550.0,44000.0,11000.0,In-store,MALE
2020-08-02,1474,Sports Direct,1197831,South,Texas,Houston,Women's Street Footwear,32.0,182.0,5824.0,285.0,Online,MALE
2020-08-03,2862,West Gear,1128299,West,Washington,Seattle,Women's Athletic Footwear,76.0,138.0,10488.0,451.0,Online,FEMALE
2020-08-03,7697,West Gear,1128299,West,Washington,Seattle,Women's Athletic Footwear,80.0,550.0,44000.0,13200.0,In-store,FEMALE
2020-08-03,7412,Sports Direct,1197831,South,Texas,Houston,Women's Athletic Footwear,40.0,600.0,24000.0,10800.0,Outlet,FEMALE
2020-08-03,1865,Sports Direct,1197831,South,Texas,Houston,Women's Athletic Footwear,37.0,174.0,6438.0,373.0,Online,FEMALE
2020-08-03,1125,Sports Direct,1197831,South,Texas,Houston,Women's Athletic Footwear,30.0,204.0,6120.0,294.0,Outlet,FEMALE
2020-08-04,8155,West Gear,1128299,West,Washington,Seattle,Men's Apparel,90.0,475.0,42750.0,10688.0,In-store,MALE
2020-08-04,3295,Sports Direct,1197831,South,Texas,Houston,Men's Apparel,41.0,125.0,5125.0,205.0,Online,MALE
2020-08-04,3236,West Gear,1128299,West,Washington,Seattle,Men's Apparel,82.0,133.0,10906.0,414.0,Online,MALE
2020-08-04,2436,Sports Direct,1197831,South,Texas,Houston,Men's Apparel,35.0,155.0,5425.0,174.0,Outlet,MALE
2020-08-04,7726,Sports Direct,1197831,South,Texas,Houston,Men's Apparel,45.0,500.0,22500.0,6750.0,Outlet,MALE
2020-08-05,2678,West Gear,1128299,West,Washington,Seattle,Women's Apparel,86.0,150.0,12900.0,439.0,Online,MALE
2020-08-05,699,Sports Direct,1197831,South,Texas,Houston,Women's Apparel,29.0,228.0,6612.0,364.0,Outlet,MALE
2020-08-05,7238,Sports Direct,1197831,South,Texas,Houston,Women's Apparel,40.0,650.0,26000.0,13000.0,Outlet,MALE
2020-08-05,7397,West Gear,1128299,West,Washington,Seattle,Women's Apparel,95.0,575.0,12451.45193,10925.0,In-store,MALE
2020-08-05,1528,Sports Direct,1197831,South,Texas,Houston,Women's Apparel,39.0,189.0,7371.0,442.0,Online,MALE
2020-08-06,749,Sports Direct,1197831,South,Texas,Houston,Men's Street Footwear,27.0,234.0,6318.0,303.0,Online,MALE
2020-08-06,6460,Sports Direct,1197831,South,Texas,Houston,Men's Street Footwear,30.0,900.0,27000.0,9450.0,Outlet,MALE
2020-08-06,70,Foot Locker,1185732,West,Washington,Seattle,Men's Street Footwear,44.0,273.0,12012.0,661.0,Online,MALE
2020-08-06,6525,Foot Locker,1185732,West,Washington,Seattle,Men's Street Footwear,45.0,1050.0,47250.0,21263.0,In-store,MALE
2020-08-06,160,Sports Direct,1197831,South,Texas,Houston,Men's Street Footwear,23.0,306.0,7038.0,260.0,Outlet,MALE
2020-08-07,1096,Foot Locker,1185732,West,Washington,Seattle,Men's Athletic Footwear,41.0,221.0,9061.0,444.0,Online,MALE
2020-08-07,162,Sports Direct,1197831,South,Texas,Houston,Men's Athletic Footwear,29.0,306.0,8874.0,364.0,Outlet,MALE
2020-08-07,6463,Sports Direct,1197831,South,Texas,Houston,Men's Athletic Footwear,40.0,900.0,36000.0,12600.0,Outlet,MALE
2020-08-07,6770,Foot Locker,1185732,West,Washington,Seattle,Men's Athletic Footwear,45.0,850.0,38250.0,13388.0,In-store,MALE
2020-08-07,790,Sports Direct,1197831,South,Texas,Houston,Men's Athletic Footwear,38.0,225.0,8550.0,385.0,Online,MALE
2020-08-08,669,Foot Locker,1185732,West,Washington,Seattle,Women's Street Footwear,34.0,230.0,7820.0,305.0,Online,MALE
2020-08-08,7000,Sports Direct,1197831,South,Texas,Houston,Women's Street Footwear,35.0,725.0,25375.0,8881.0,Outlet,MALE
2020-08-08,6774,Foot Locker,1185732,West,Washington,Seattle,Women's Street Footwear,35.0,850.0,29750.0,7438.0,In-store,MALE
2020-08-08,600,Sports Direct,1197831,South,Texas,Houston,Women's Street Footwear,24.0,232.0,5568.0,206.0,Outlet,MALE
2020-08-08,1205,Sports Direct,1197831,South,Texas,Houston,Women's Street Footwear,34.0,203.0,6902.0,317.0,Online,MALE
2020-08-09,6974,Foot Locker,1185732,West,Washington,Seattle,Women's Athletic Footwear,40.0,700.0,28000.0,8400.0,In-store,FEMALE
2020-08-09,7128,Sports Direct,1197831,South,Texas,Houston,Women's Athletic Footwear,40.0,625.0,25000.0,11250.0,Outlet,FEMALE
2020-08-09,2185,Sports Direct,1197831,South,Texas,Houston,Women's Athletic Footwear,36.0,163.0,5868.0,346.0,Online,FEMALE
2020-08-09,1843,Foot Locker,1185732,West,Washington,Seattle,Women's Athletic Footwear,38.0,175.0,6650.0,266.0,Online,FEMALE
2020-08-09,1187,Sports Direct,1197831,South,Texas,Houston,Women's Athletic Footwear,28.0,213.0,5964.0,286.0,Outlet,FEMALE
2020-08-10,1891,Walmart,1197831,South,Texas,Houston,Men's Apparel,34.0,179.0,6086.0,207.0,Outlet,MALE
2020-08-10,2624,Walmart,1197831,South,Texas,Houston,Men's Apparel,42.0,147.0,6174.0,259.0,Online,MALE
2020-08-10,7640,Walmart,1197831,South,Texas,Houston,Men's Apparel,45.0,525.0,23625.0,7088.0,Outlet,MALE
2020-08-10,1432,Foot Locker,1185732,Southeast,Florida,Miami,Men's Apparel,50.0,195.0,9750.0,488.0,Online,MALE
2020-08-10,6863,Foot Locker,1185732,Southeast,Florida,Miami,Men's Apparel,55.0,750.0,41250.0,14438.0,In-store,MALE
2020-08-11,72,Walmart,1197831,South,Texas,Houston,Women's Apparel,27.0,272.0,7344.0,404.0,Outlet,MALE
2020-08-11,414,Foot Locker,1185732,Southeast,Florida,Miami,Women's Apparel,41.0,247.0,10127.0,628.0,Online,MALE
2020-08-11,585,Walmart,1197831,South,Texas,Houston,Women's Apparel,39.0,232.0,9048.0,552.0,Online,MALE
2020-08-11,6784,Walmart,1197831,South,Texas,Houston,Women's Apparel,40.0,800.0,32000.0,16000.0,Outlet,MALE
2020-08-11,6776,Foot Locker,1185732,Southeast,Florida,Miami,Women's Apparel,45.0,850.0,38250.0,19125.0,In-store,MALE
2020-08-12,6342,Walmart,1197831,South,Texas,Houston,Men's Street Footwear,30.0,925.0,27750.0,9713.0,Outlet,MALE
2020-08-12,343,Foot Locker,1185732,Southeast,Florida,Miami,Men's Street Footwear,43.0,319.0,13717.0,782.0,Online,MALE
2020-08-12,430,Walmart,1197831,South,Texas,Houston,Men's Street Footwear,24.0,315.0,7560.0,295.0,Outlet,MALE
2020-08-12,171,Walmart,1197831,South,Texas,Houston,Men's Street Footwear,29.0,268.0,7772.0,373.0,Online,MALE
2020-08-12,6503,Foot Locker,1185732,Southeast,Florida,Miami,Men's Street Footwear,45.0,1100.0,49500.0,22275.0,In-store,MALE
2020-08-13,214,Walmart,1197831,South,Texas,Houston,Men's Athletic Footwear,38.0,259.0,9842.0,453.0,Online,MALE
2020-08-13,6866,Foot Locker,1185732,Southeast,Florida,Miami,Men's Athletic Footwear,45.15352895827673,750.0,33750.0,11813.0,In-store,MALE
